"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09"
"IMF.STA:ER(4.0.1)","GTM.USD_XDC.EOP_RT.M","OBS_VALUE","Guatemala","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.1297549512867474","0.1293967394609591","0.1297282711632215","0.1296434222492745","0.1299903287195433","0.1305268324009367","0.1300865465794393","0.1304127825392934","0.1305972342117739",""
"IMF.STA:ER(4.0.1)","MAC.USD_XDC.EOP_RT.M","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.1250703520730411","0.1246432088147677","0.1248610920351109","0.1248158965525849","0.1251282564628744","0.1238328751516953","0.1236827784099342","0.1236843081718222","0.1245966184477753",""
"IMF.STA:ER(4.0.1)","DOM.USD_XDC.EOP_RT.M","OBS_VALUE","Dominican Republic","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.01630736114281987","0.01613452320063764","0.01599636562572983","0.01576538583417021","0.01694226077527785","0.01686906735987287","0.01664522207223028","0.01634091061358485","0.0157767277488976",""
"IMF.STA:ER(4.0.1)","MDV.USD_XDC.EOP_RT.M","OBS_VALUE","Maldives","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.06485084306095978","0.06485084306095978","0.06489292667099286","0.06485084306095978","0.06485084306095978","0.06485084306095978","0.06485084306095978","0.06485084306095978","0.06485084306095978",""
"IMF.STA:ER(4.0.1)","MOZ.USD_XDC.EOP_RT.M","OBS_VALUE","Mozambique, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.01564700359881083","0.01564700359881083","0.01564945226917058","0.01564945226917058","0.01564700359881083","0.01564700359881083","0.01564945226917058","0.01564945226917058","0.01564700359881083",""
"IMF.STA:ER(4.0.1)","PHL.USD_XDC.EOP_RT.M","OBS_VALUE","Philippines","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.01723721860240632","0.01713443679106268","0.01727205209250911","0.01742706772158517","0.01777714570148617","0.01795235445128629","0.01767377741644722","0.01745017973685129","0.01751773670841727",""
"IMF.STA:ER(4.0.1)","MKD.USD_XDC.EOP_RT.M","OBS_VALUE","North Macedonia, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.01698349374243173","0.01691660957310936","0.01700148252927655","0.0175005993955293","0.01845297628054429","0.0183820150364883","0.01898275227128631","0.01870508441604597","0.01895950250265433",""
"IMF.STA:ER(4.0.1)","ARG.USD_XDC.EOP_RT.M","OBS_VALUE","Argentina","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","9.70402717127608E-4","9.505703422053232E-4","9.405125793557489E-4","9.324009324009324E-4","8.58000858000858E-4","8.449514152936206E-4","8.329862557267805E-4","7.301935012778386E-4","7.476635514018692E-4",""
"IMF.STA:ER(4.0.1)","PAK.USD_XDC.EOP_RT.M","OBS_VALUE","Pakistan","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.003589798725370167","0.003584436234492385","0.00357549889383003","0.003569235403745663","0.003559049434840745","0.003546092374642532","0.003524237769044717","0.003535396567200641","0.003548894359706705",""
"IMF.STA:ER(4.0.1)","LAO.USD_XDC.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","4.865706500583885E-5","4.873294346978558E-5","4.881382407497803E-5","4.889975550122249E-5","4.895721139723881E-5","4.90075961774075E-5","4.912315174141573E-5","4.905567819475104E-5","",""
"IMF.STA:ER(4.0.1)","NPL.USD_XDC.EOP_RT.M","OBS_VALUE","Nepal","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.007370826269624825","0.007270083605961469","0.007197869430648528","0.007166403898523721","0.007263746640517179","0.007323861139592793","0.007260055176419341","0.007283321194464676","0.007138268256121065",""
"IMF.STA:ER(4.0.1)","JAM.USD_XDC.EOP_RT.M","OBS_VALUE","Jamaica","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.006426644353357472","0.006368252478285055","0.006382388691939011","0.006342340513919852","0.006306281592500065","0.006274560984654306","0.006263197731970837","0.00624336252521538","0.006237855674733254",""
"IMF.STA:ER(4.0.1)","MDA.USD_XDC.EOP_RT.M","OBS_VALUE","Moldova, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.05411518959256674","0.05354350945578377","0.0536454784908454","0.05540442459734834","0.0581280444563284","0.05772005772005772","0.05935704449404055","0.05846380505828841","0.06010337780983291",""
"IMF.STA:ER(4.0.1)","TON.USD_XDC.EOP_RT.M","OBS_VALUE","Tonga","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.4103999999999998","0.4107000000000008","0.4108000000000001","0.4125000000000007","0.4168000000000003","0.4179999999999992","0.4195000000000003","0.4156000000000004","",""
"IMF.STA:ER(4.0.1)","SUR.USD_XDC.EOP_RT.M","OBS_VALUE","Suriname","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.02834949254408346","0.02837966313339861","0.02800688969486494","0.02716468590831919","0.02727731482112901","0.02737700878801982","0.02677842194759463","0.02718351591594857","0.02597166491357929",""
"IMF.STA:ER(4.0.1)","CPV.USD_XDC.EOP_RT.M","OBS_VALUE","Cabo Verde","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.00946360298292766","0.009434585302803016","0.009501639032733145","0.009791825783835653","0.01030067675446277","0.01023080700605664","0.01061447177081233","0.01045390871646909","",""
"IMF.STA:ER(4.0.1)","AGO.USD_XDC.EOP_RT.M","OBS_VALUE","Angola","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.001096491228070175","0.001096491228070175","0.001096491228070175","0.001096491228070175","0.001096491228070175","0.001096545333925468","0.001096545333925468","0.001096545333925468","0.001096545333925468",""
"IMF.STA:ER(4.0.1)","LBY.USD_XDC.EOP_RT.M","OBS_VALUE","Libya","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.2034215504790578","0.2036328093182374","0.2045784660706614","0.2067354406565918","0.1832000000000002","0.1826","0.1853999999999999","0.1830395548478026","0.1847745750184775",""
"IMF.STA:ER(4.0.1)","SWZ.USD_XDC.EOP_RT.M","OBS_VALUE","Eswatini, Kingdom of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.05335049999999987","0.0536651999999999","0.05415180000000006","0.05443979999999997","0.05385090000000002","0.05589589999999987","0.05624170000000011","0.05528710000000004","0.05643010000000002",""
"IMF.STA:ER(4.0.1)","LSO.USD_XDC.EOP_RT.M","OBS_VALUE","Lesotho, Kingdom of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.05335049999999987","0.0536651999999999","0.05415180000000006","0.05443979999999997","0.05385090000000002","0.05589589999999987","0.05624170000000011","0.05528710000000004","0.05643010000000002",""
"IMF.STA:ER(4.0.1)","TUN.USD_XDC.EOP_RT.M","OBS_VALUE","Tunisia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3140210394096404","0.3137156481365291","0.3141492837396331","0.3220197076061055","0.3347728566167855","0.3349747094094396","0.3437489257846069","0.3384209279501844","0.3434183866204197",""
"IMF.STA:ER(4.0.1)","BLR.USD_XDC.EOP_RT.M","OBS_VALUE","Belarus, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.2878940549877645","0.2929630280658581","0.3147623544224111","0.3207595586348473","0.3277399056109072","0.3336892685531233","0.3371203182415804","0.3307972213033411","0.3359199166918607",""
"IMF.STA:ER(4.0.1)","MDG.USD_XDC.EOP_RT.M","OBS_VALUE","Madagascar, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","2.131114700855429E-4","2.140342240724292E-4","2.123133235103036E-4","2.156943524747692E-4","2.23975703115726E-4","2.2058742431094E-4","2.253836028921224E-4","2.24860080814713E-4","2.242323405820175E-4",""
"IMF.STA:ER(4.0.1)","BDI.USD_XDC.EOP_RT.M","OBS_VALUE","Burundi","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","3.430543501006865E-4","3.424505073404266E-4","3.419411314148156E-4","3.413738248206081E-4","3.40815366683253E-4","3.402761000275624E-4","3.39787021494927E-4","","",""
"IMF.STA:ER(4.0.1)","NGA.USD_XDC.EOP_RT.M","OBS_VALUE","Nigeria","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","6.511179695537236E-4","6.764892911745208E-4","6.700207907451368E-4","6.506942908082924E-4","6.262960021459406E-4","6.304564428991817E-4","6.53718465029821E-4","6.520817710540903E-4","6.533512377706533E-4",""
"IMF.STA:ER(4.0.1)","ZAF.USD_XDC.EOP_RT.M","OBS_VALUE","South Africa","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.05335049999999987","0.0536651999999999","0.05415180000000006","0.05443979999999997","0.05385090000000002","0.05589589999999987","0.05624170000000011","0.05528710000000004","0.05643010000000002",""
"IMF.STA:ER(4.0.1)","GHA.USD_XDC.EOP_RT.M","OBS_VALUE","Ghana","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.06802697950006974","0.06535926353181852","0.0643915003219575","0.0643915003219575","0.0706713780918728","0.09727626459143969","0.09699321047526673","0.09523764172551559","0.08771929824561404","0.08051529790660225"
"IMF.STA:ER(4.0.1)","BIH.USD_XDC.EOP_RT.M","OBS_VALUE","Bosnia and Herzegovina","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.5339932065384264","0.5318970694067167","0.535680614361383","0.5520418094384796","0.5814967726929116","0.5768010613139528","0.5984082340973012","0.5893793835091647","0.5969792848188168","0.5993766482857829"
"IMF.STA:ER(4.0.1)","COL.USD_XDC.EOP_RT.M","OBS_VALUE","Colombia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","2.26801084109182E-4","2.398075783990926E-4","2.427119664280808E-4","2.385171863558629E-4","2.381615831076752E-4","2.410381997338938E-4","2.457201689571882E-4","2.392521933444825E-4","2.488546464895319E-4","2.563254718311123E-4"
"IMF.STA:ER(4.0.1)","HND.USD_XDC.EOP_RT.M","OBS_VALUE","Honduras","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.03940110323089046","0.0392060000862532","0.03907883373128612","0.03902819787296322","0.03878569738623185","0.03849040626623814","0.03828571866122499","0.03815352214239658","0.03841219356672582","0.03821782632291006"
"IMF.STA:ER(4.0.1)","KHM.USD_XDC.EOP_RT.M","OBS_VALUE","Cambodia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","2.481697481077057E-4","2.484472049689441E-4","2.491280518186348E-4","2.498750624687656E-4","2.4965672200724E-4","2.495570362606374E-4","2.491715047467172E-4","2.495227876685838E-4","2.493765586034913E-4",""
"IMF.STA:ER(4.0.1)","DZA.USD_XDC.EOP_RT.M","OBS_VALUE","Algeria","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.007371494577897163","0.00739947078984911","0.00740577813621744","0.007478329670198183","0.007558853231258579","0.00756975338500447","0.007729444701233774","0.007648879706833739","0.007709690078168548","0.007723838778768403"
"IMF.STA:ER(4.0.1)","QAT.USD_XDC.EOP_RT.M","OBS_VALUE","Qatar","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747","0.2747252747252747"
"IMF.STA:ER(4.0.1)","OMN.USD_XDC.EOP_RT.M","OBS_VALUE","Oman","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221","2.600780234070221"
"IMF.STA:ER(4.0.1)","BOL.USD_XDC.EOP_RT.M","OBS_VALUE","Bolivia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.1447178002894356","0.1447178002894356","0.1447178002894356","0.1447178002894356","0.1447178002894356","0.1447178002894356","0.1447178002894356","0.1447178002894356","0.1447178002894356",""
"IMF.STA:ER(4.0.1)","PAN.USD_XDC.EOP_RT.M","OBS_VALUE","Panama","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","DNK.USD_XDC.EOP_RT.M","OBS_VALUE","Denmark","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.13999916000504","0.1392835255445986","0.1395887714792222","0.1449485432671402","0.1523786304208698","0.1517266492686776","0.1570845114671693","0.1533789380042333","0.1561865492143817","0.1572821642025794"
"IMF.STA:ER(4.0.1)","BHR.USD_XDC.EOP_RT.M","OBS_VALUE","Bahrain, Kingdom of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106","2.659574468085106"
"IMF.STA:ER(4.0.1)","IDN.USD_XDC.EOP_RT.M","OBS_VALUE","Indonesia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","6.187353050365054E-5","6.150439756442586E-5","6.08605869577588E-5","6.028454304316373E-5","5.95699052838506E-5","6.151953245155337E-5","6.160290765724142E-5","6.102396380546659E-5","6.11396429444852E-5","5.995203836930456E-5"
"IMF.STA:ER(4.0.1)","SWE.USD_XDC.EOP_RT.M","OBS_VALUE","Sweden","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.09066265333321245","0.09057888968397025","0.09305528414431014","0.09968698287377634","0.1036591686534674","0.1042807237082225","0.105144731723217","0.102586198052914","0.1054540852912642","0.1061909312944675"
"IMF.STA:ER(4.0.1)","CYM.USD_XDC.EOP_RT.M","OBS_VALUE","Cayman Islands","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192","1.2000048000192"
"IMF.STA:ER(4.0.1)","ERI.USD_XDC.EOP_RT.M","OBS_VALUE","Eritrea, The State of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604","0.06633499170812604"
"IMF.STA:ER(4.0.1)","ALB.USD_XDC.EOP_RT.M","OBS_VALUE","Albania","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.01065076152944936","0.01040149781568546","0.01048108164762604","0.01085187194791101","0.0115233924867481","0.01151277918489523","0.0119517150711127","0.01173571177091891","0.01192605843768634","0.01213444970270598"
"IMF.STA:ER(4.0.1)","BMU.USD_XDC.EOP_RT.M","OBS_VALUE","Bermuda","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","KNA.USD_XDC.EOP_RT.M","OBS_VALUE","St. Kitts and Nevis","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","TLS.USD_XDC.EOP_RT.M","OBS_VALUE","Timor-Leste, Democratic Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","JOR.USD_XDC.EOP_RT.M","OBS_VALUE","Jordan","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352","1.408450704225352"
"IMF.STA:ER(4.0.1)","LCA.USD_XDC.EOP_RT.M","OBS_VALUE","St. Lucia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","VCT.USD_XDC.EOP_RT.M","OBS_VALUE","St. Vincent and the Grenadines","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","PLW.USD_XDC.EOP_RT.M","OBS_VALUE","Palau, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","DMA.USD_XDC.EOP_RT.M","OBS_VALUE","Dominica","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704","0.3703703703703704"
"IMF.STA:ER(4.0.1)","GEO.USD_XDC.EOP_RT.M","OBS_VALUE","Georgia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.3562776115148924","0.3476930565696603","0.3549623739883572","0.3613630614678568","0.3634249164122692","0.3658447354942562","0.3671611102951975","0.3694535781579045","0.3711125955614934","0.3691671588895452"
"IMF.STA:ER(4.0.1)","ARE.USD_XDC.EOP_RT.M","OBS_VALUE","United Arab Emirates","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121","0.2722940776038121"
"IMF.STA:ER(4.0.1)","DJI.USD_XDC.EOP_RT.M","OBS_VALUE","Djibouti","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498","0.005626797058310498"
"IMF.STA:ER(4.0.1)","PRY.USD_XDC.EOP_RT.M","OBS_VALUE","Paraguay","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.277495699630101E-4","1.270025121096895E-4","1.262838330174133E-4","1.25334250780049E-4","1.249935159613595E-4","1.257174537941213E-4","1.282202516194218E-4","1.352066667703251E-4","1.366036240941472E-4",""
"IMF.STA:ER(4.0.1)","SLV.USD_XDC.EOP_RT.M","OBS_VALUE","El Salvador","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"IMF.STA:ER(4.0.1)","BRB.USD_XDC.EOP_RT.M","OBS_VALUE","Barbados","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
